,Pós-venda/Cancelado/Devolvido,Nº de Pedido da Plataforma,Custo Médio,SKU,SKU (Armazém)
4199,Ocorreu,582458523353319305,4.1679,MALG-M01-3 Cores-40-46-3 Pares,MALG-M01-Preto-40-46
4200,Ocorreu,582458523353319305,4.1677,MALG-M01-3 Cores-40-46-3 Pares,MALG-M01-Cinza-40-46
4201,Cancelado,582458473672508596,25.0,21006-39,21006-39
4202,Ocorreu,582457924945348450,25.0,21006-39,21006-39
4203,Ocorreu,582457776217097285,30.0,21010-43,21010-43
4204,Ocorreu,582457567551129595,5.0,SQ-EMCA-Chumbo-Cinza-Preta-40-46,SQ-EMCA-Chumbo-Cinza-Preta-40-46
4205,Ocorreu,582457567551129595,5.0,SQ-EMCA-Preta-Branca-Chumbo-40-46,SQ-EMCA-Preta-Branca-Chumbo-40-46
4206,Cancelado,582457412651354068,25.1191,21007-38,21007-38
4207,Ocorreu,582457406197433627,25.0,21006-39,21006-39
4208,Ocorreu,582456858234356958,25.0,21011-42,21011-42
4209,Ocorreu,582456858234356958,25.08,21006-37,21006-37
4210,Cancelado,582456813329155716,4.0,PEBCN-BBML 12-24-12-24,PEBCN-BBML-12-24-Cor-Sortida
4211,Cancelado,582456712764557149,25.0,21006-38,21006-38
4212,Cancelado,582456712764557149,25.1563,21006-41,21006-41
4213,Ocorreu,582456668187690234,25.0981,21009-41,21009-41
4214,Cancelado,582456657981506791,25.1563,21006-41,21006-41
4215,Cancelado,582456540174256052,25.0,21011-45,21011-45
4216,Ocorreu,582456464409921394,25.0,21011-42,21011-42
4217,Ocorreu,582456433329342311,25.0,21006-39,21006-39
4218,Cancelado,582456433140204765,25.0981,21009-41,21009-41
4219,Ocorreu,582456407995286770,25.5595,21007-40,21007-40
4220,Ocorreu,582456399589901379,25.0,21006-40,21006-40
4221,Ocorreu,582456399316026738,25.0,21011-45,21011-45
4222,Ocorreu,582456381737174195,25.0,21011-42,21011-42
4223,Ocorreu,582456362495542675,25.0,21008-38,21008-38
4224,Ocorreu,582456359904380012,27.5,21011-40,21011-40
4225,Ocorreu,582456336555214502,25.0807,21007-41,21007-41
4226,Ocorreu,582456349213492608,30.0,21010-43,21010-43
4227,Cancelado,582456343326787277,30.0,21010-43,21010-43
4228,Cancelado,582456327710934821,25.0,21006-38,21006-38
4229,Ocorreu,582456331056089047,25.0,21011-44,21011-44
4230,Ocorreu,582456328618673908,25.0,21007-39,21007-39
4231,Cancelado,582456262502745187,90.0,21010-44,21010-44
4232,Ocorreu,582456260092724883,25.0,21006-39,21006-39
4233,Ocorreu,582456232070055480,25.0,21006-38,21006-38
4234,Ocorreu,582456142420018643,30.0,21010-43,21010-43
4235,Ocorreu,582456147381421886,30.0,21010-43,21010-43
4236,Ocorreu,582456146358601064,25.0,21010-44,21010-44
4237,Cancelado,582456132468245601,25.0,21007-39,21007-39
4238,Ocorreu,582456101543118233,5.4165,HM-BAF-Rosa-35-41,HM-BAF-Rosa-35-41
4239,Ocorreu,582456101543118233,5.4166,HM-BAF-Preto-35-41,HM-BAF-Preto-35-41
4240,Ocorreu,582456101543118233,5.4166,HM-BAF-Preto-35-41,HM-BAF-Preto-35-41
4241,Ocorreu,582456106643784795,25.0,21010-44,21010-44
4242,Ocorreu,582456092252997177,5.415,HM-BAF-Chumbo -35-41*3,HM-BAF-Chumbo -35-41
4243,Ocorreu,582456088069310291,10.0,ME-10-Coelho-35-40,ME-10-Coelho-35-40
4244,Ocorreu,582456077499008828,25.0,21011-44,21011-44
4245,Ocorreu,582456054320498112,25.0,21011-45,21011-45
4246,Ocorreu,582456034879178661,30.0,21010-45,21010-45
4247,Ocorreu,582456034213594597,25.0,21006-38,21006-38
4248,Ocorreu,582455957226685973,10.0,ME-10-Corrida-35-40,ME-10-Corrida-35-40
4249,Cancelado,582455846865438255,25.0,21006-40,21006-40
4250,Ocorreu,582455830974596562,4.6812,AS-F-Rosa-Morango -35-40,AS-F-Rosa-Morango -35-40
4251,Ocorreu,582455761827103815,4.0,PEBCN-BBML 12-24-12-24,PEBCN-BBML-12-24-Cor-Sortida
4252,Ocorreu,582455711963055991,27.5,21011-40,21011-40
4253,Ocorreu,582455676978824912,25.0807,21007-41,21007-41
4254,Cancelado,582455548442937042,25.0,21011-45,21011-45
4255,Ocorreu,582455293194634470,25.08,21006-37,21006-37
4256,Ocorreu,582455293266986864,4.0,PEBCN-BBML 12-24-12-24,PEBCN-BBML-12-24-Cor-Sortida
4257,Ocorreu,582454810497090978,30.0,21010-45,21010-45
4258,Ocorreu,582454490530677984,30.0,21010-43,21010-43
4259,Cancelado,582454448123840251,6.0,21007-39,21007-39
4260,Cancelado,582454144611091798,6.0,AS-F-Preto-Donuts-35-40,AS-F-Preto-Donuts-35-40
4261,Cancelado,582454143659771179,25.0807,21007-41,21007-41
4262,Ocorreu,582454143053497927,25.0,21011-44,21011-44
4263,Ocorreu,582454051920250357,25.0,21006-40,21006-40
4264,Ocorreu,582454049447577088,25.1191,21007-38,21007-38
4265,Cancelado,582454043685324153,25.0,21009-40,21009-40
4266,Ocorreu,582454062105135013,30.0,21010-43,21010-43
4267,Ocorreu,582453857955055374,25.0,21010-44,21010-44
4268,Ocorreu,582453830570772478,25.0,21009-45,21009-45
4269,Cancelado,582453767930480150,25.0,21011-42,21011-42
4270,Cancelado,582453642555983843,25.0807,21007-41,21007-41
4271,Ocorreu,582453578545595970,30.0,21010-45,21010-45
4272,Cancelado,582453463954196451,25.0807,21007-41,21007-41
4273,Ocorreu,582453417411708619,25.1471,21011-43,21011-43
4274,Ocorreu,582453428994999319,30.0,21010-43,21010-43
4275,Cancelado,582453363187090920,25.0,21011-44,21011-44
4276,Ocorreu,582453359345370827,25.1471,21011-43,21011-43
4277,Ocorreu,582453371300447651,25.0,21011-42,21011-42
4278,Ocorreu,582453091721381559,25.1563,21006-41,21006-41
4279,Ocorreu,582453140485014787,30.0,21010-43,21010-43
4280,Cancelado,582452402639439629,25.0,21009-44,21009-44
4281,Ocorreu,582452356582769850,10.0,ME-10-Robô-35-40,ME-10-Robô-35-40
4282,Ocorreu,582452356582769850,10.0,ME-10-Cachorro-Bulldog-35-40,ME-10-Cachorro-Bulldog-35-40
4283,Ocorreu,582452356582769850,10.0,ME-10-Tubarão-35-40,ME-10-Tubarão-35-40
4284,Ocorreu,582451595026859174,25.0,21010-44,21010-44
4285,Ocorreu,582451302640813154,30.0,21010-45,21010-45
4286,Cancelado,582451056186459306,25.0807,21007-41,21007-41
4287,Cancelado,582450736757638242,30.0,21010-45,21010-45
4288,Ocorreu,582450403708470387,4.0,PEBCN-BBML 12-24-12-24,PEBCN-BBML-12-24-Cor-Sortida
4289,Ocorreu,582450403708470387,4.0,PEBCN-BBML 12-24-12-24,PEBCN-BBML-12-24-Cor-Sortida
4290,Ocorreu,582450051989997144,10.0,ME-10-Cachorro- Caramelo-35-40,ME-10-Cachorro- Caramelo-35-40
4291,Ocorreu,582450051989997144,10.0,ME-10-Cachorro-Rosa-35-40,ME-10-Cachorro-Rosa-35-40
4292,Ocorreu,582450051989997144,10.0,ME-10-Coelho-Rosa-35-40,ME-10-Coelho-Rosa-35-40
4293,Ocorreu,582450051989997144,10.0,ME-10-Doce-35-40,ME-10-Doce-35-40
4294,Ocorreu,582450051989997144,10.0,ME-10-Bailarina-35-40,ME-10-Bailarina-35-40
4295,Ocorreu,582449731984197122,10.0,ME-10-Cachorro- Caramelo-35-40,ME-10-Cachorro- Caramelo-35-40
4296,Ocorreu,582449731984197122,10.0,ME-10-Corrida-35-40,ME-10-Corrida-35-40
4297,Ocorreu,582449725740058568,10.0,ME-10-Tubarão-35-40,ME-10-Tubarão-35-40
4298,Ocorreu,582449681182066287,25.1191,21007-38,21007-38
4299,Ocorreu,582449707552638920,10.0,ME-10-Robô-35-40,ME-10-Robô-35-40
4300,Ocorreu,582449557531166135,10.0,ME-10-Cachorro- Caramelo-35-40,ME-10-Cachorro- Caramelo-35-40
4301,Ocorreu,582449557531166135,10.0,ME-10-Robô-35-40,ME-10-Robô-35-40
4302,Ocorreu,582449553619584291,10.0,ME-10-Coelho-35-40,ME-10-Coelho-35-40
4303,Cancelado,582449549925975162,10.0,ME-10-Cachorro- Caramelo-35-40,ME-10-Cachorro- Caramelo-35-40
4304,Cancelado,582449549925975162,10.0,ME-10-Coelho-35-40,ME-10-Coelho-35-40
4305,Cancelado,582449549925975162,10.0,ME-10-Robô-35-40,ME-10-Robô-35-40
4306,Cancelado,582449549925975162,10.0,ME-10-Tubarão-35-40,ME-10-Tubarão-35-40
4307,Ocorreu,582449411744695441,25.3847,21010-42,21010-42
4308,Ocorreu,582449421417612528,10.0,ME-10-Corrida-35-40,ME-10-Corrida-35-40
4309,Ocorreu,582449421417612528,10.0,ME-10-Bailarina-35-40,ME-10-Bailarina-35-40
4310,Cancelado,582449416264385754,11.0,ME-10-Coelho-Rosa-35-40,ME-10-Coelho-Rosa-35-40
4311,Cancelado,582449428030719402,10.0,ME-10-Corrida-35-40,ME-10-Corrida-35-40
4312,Ocorreu,582449308500330088,10.0,ME-10-Coelho-35-40,ME-10-Coelho-35-40
4313,Ocorreu,582449212734342351,10.0,ME-10-Unicornio-35-40,ME-10-Unicornio-35-40
4314,Ocorreu,582449212734342351,10.0,ME-10-Coelho-35-40,ME-10-Coelho-35-40
4315,Ocorreu,582449152787056558,10.0,ME-10-Unicornio-35-40,ME-10-Unicornio-35-40
4316,Ocorreu,582449195137860855,10.0,ME-10-Cachorro-Rosa-35-40,ME-10-Cachorro-Rosa-35-40
4317,Cancelado,582449109489911464,10.0,ME-10-Robô-35-40,ME-10-Robô-35-40
4318,Ocorreu,582449049373148813,10.0,ME-10-Cachorro-Rosa-35-40,ME-10-Cachorro-Rosa-35-40
4319,Ocorreu,582449048202216755,10.0,ME-10-Coelho-35-40,ME-10-Coelho-35-40
4320,Ocorreu,582449039093564452,25.0,21008-39,21008-39
4321,Ocorreu,582448847227225778,10.0,ME-10-Cachorro- Caramelo-35-40,ME-10-Cachorro- Caramelo-35-40
4322,Ocorreu,582448847227225778,10.0,ME-10-Unicornio-35-40,ME-10-Unicornio-35-40
4323,Ocorreu,582448833242105113,10.0,ME-10-Coelho-35-40,ME-10-Coelho-35-40
4324,Ocorreu,582448675594340230,10.0,ME-10-Unicornio-35-40,ME-10-Unicornio-35-40
4325,Ocorreu,582448675594340230,10.0,ME-10-Coelho-35-40,ME-10-Coelho-35-40
4326,Ocorreu,582448573943285356,10.0,ME-10-Cachorro- Caramelo-35-40,ME-10-Cachorro- Caramelo-35-40
4327,Ocorreu,582448573943285356,10.0,ME-10-Coelho-35-40,ME-10-Coelho-35-40
4328,Ocorreu,582448573943285356,10.0,ME-10-Bailarina-35-40,ME-10-Bailarina-35-40
4329,Ocorreu,582448546919122050,10.0,ME-10-Cachorro- Caramelo-35-40,ME-10-Cachorro- Caramelo-35-40
4330,Ocorreu,582448546919122050,10.0,ME-10-Unicornio-35-40,ME-10-Unicornio-35-40
4331,Ocorreu,582448546919122050,10.0,ME-10-Coelho-35-40,ME-10-Coelho-35-40
4332,Ocorreu,582448546919122050,10.0,ME-10-Robô-35-40,ME-10-Robô-35-40
4333,Ocorreu,582446526195008817,5.415,HM-BAF-Chumbo -35-41*3,HM-BAF-Chumbo -35-41
4334,Cancelado,582444432284222914,6.0,21001-37,21001-37
4335,Ocorreu,582443235716138019,25.1563,21006-41,21006-41
4336,Ocorreu,582442702026081608,4.6813,AS-F-Cinza-Coracoes -35-40,AS-F-Cinza-Coracoes -35-40
4337,Ocorreu,582442702026081608,4.6812,AS-F-Rosa-Morango -35-40,AS-F-Rosa-Morango -35-40
4338,Ocorreu,582442702026081608,4.6901,AS-F-Rosa-Melancia -35-40,AS-F-Rosa-Melancia -35-40
4339,Ocorreu,582442590146627529,4.1679,MALG-M01-Preto-40-46*2,MALG-M01-Preto-40-46
4340,Ocorreu,582442134227027800,25.0,21010-44,21010-44
4341,Ocorreu,582441574950929838,25.1146,21007-37,21007-37
4342,Ocorreu,582441522565580433,30.0,21010-41,21010-41
4343,Cancelado,582441362037770058,25.3847,21010-42,21010-42
4344,Ocorreu,582441246409983784,25.0,21011-44,21011-44
4345,Ocorreu,582441143923672540,30.0,21010-41,21010-41
4346,Ocorreu,582441143923672540,25.0807,21007-41,21007-41
4347,Ocorreu,582441126350521533,30.0,21010-43,21010-43
4348,Ocorreu,582441102499087996,30.0,21010-45,21010-45
4349,Cancelado,582441075184862994,25.3847,21010-42,21010-42
4350,Ocorreu,582440766044669117,25.0,21006-40,21006-40
4351,Cancelado,582440682560128857,4.0,PEBCN-BBFL-12-24*3,PEBCN-BBFL-12-24
4352,Ocorreu,582440698348209664,25.0,21007-39,21007-39
4353,Ocorreu,582440625822992261,25.1471,21011-43,21011-43
4354,Ocorreu,582440575028724820,27.5,21011-40,21011-40
4355,Ocorreu,582440456551499701,25.0807,21007-41,21007-41
4356,Ocorreu,582440451678177091,25.3847,21010-42,21010-42
4357,Cancelado,582440453914199352,30.0,PEBCN-BBML 12-24-12-24,PEBCN-BBML-12-24-Cor-Sortida
4358,Cancelado,582440396310284213,25.0807,21007-41,21007-41
4359,Cancelado,582440309538326208,25.0,21011-42,21011-42
4360,Cancelado,582440300313478490,25.08,21006-37,21006-37
4361,Cancelado,582440300836259608,30.0,21010-41,21010-41
4362,Ocorreu,582440230630884507,25.3847,21010-42,21010-42
4363,Ocorreu,582440208145811432,25.0,21011-45,21011-45
4364,Cancelado,582440191814960427,30.0,21010-41,21010-41
4365,Ocorreu,582440203165336641,25.0,21006-40,21006-40
4366,Ocorreu,582440150156215331,4.0,PEBCN-BBFL-12-24*3,PEBCN-BBFL-12-24
4367,Ocorreu,582439950997882189,30.0,21010-45,21010-45
4368,Ocorreu,582439941448042101,5.0,PC-SQ-EMCA,SQ-EMCA-Chumbo-Cinza-Preta-40-46
4369,Ocorreu,582439941448042101,5.0,PC-SQ-EMCA,SQ-EMCA-Cinza-Preta-Branco-40-46
4370,Ocorreu,582439941448042101,5.0,PC-SQ-EMCA,SQ-EMCA-Preta-Branca-Chumbo-40-46
4371,Ocorreu,582439941448042101,5.0,PC-SQ-EMCA,SQ-EMCA-Branco-Chumbo-Cinza-40-46
4372,Ocorreu,582439895524214632,10.0,ME-10-Coelho-35-40,ME-10-Coelho-35-40
4373,Ocorreu,582439840134104672,30.0,21010-43,21010-43
4374,Cancelado,582439795230541004,25.5595,21007-40,21007-40
4375,Cancelado,582439795230541004,25.5595,21007-40,21007-40
4376,Ocorreu,582439787748558346,25.0,21006-40,21006-40
4377,Ocorreu,582439785898542506,27.5,21011-40,21011-40
4378,Ocorreu,582439746716795983,25.3847,21010-42,21010-42
4379,Ocorreu,582439746716795983,25.0,21008-39,21008-39
4380,Ocorreu,582439754705896855,25.1429,21011-41,21011-41
4381,Ocorreu,582439747636462938,25.0,21010-44,21010-44
4382,Ocorreu,582439727393768733,25.3847,21010-42,21010-42
4383,Ocorreu,582439623904560285,25.0,21009-45,21009-45
4384,Ocorreu,582439456370099900,4.0,PEBCN-BBML 12-24-12-24,PEBCN-BBML-12-24-Cor-Sortida
4385,Ocorreu,582439433275016922,25.1471,21011-43,21011-43
4386,Ocorreu,582439424960988325,5.0,PC-SQ-EMCA,SQ-EMCA-Chumbo-Cinza-Preta-40-46
4387,Ocorreu,582439424960988325,5.0,PC-SQ-EMCA,SQ-EMCA-Cinza-Preta-Branco-40-46
4388,Ocorreu,582439424960988325,5.0,PC-SQ-EMCA,SQ-EMCA-Preta-Branca-Chumbo-40-46
4389,Ocorreu,582439424960988325,5.0,PC-SQ-EMCA,SQ-EMCA-Branco-Chumbo-Cinza-40-46
4390,Ocorreu,582439393720042701,4.0,PEBCN-BBML 12-24-12-24,PEBCN-BBML-12-24-Cor-Sortida
4391,Ocorreu,582439342533608979,1.2472,SPS-M01-Preto-35-40*2,SPS-M01-Preto-35-40
4392,Cancelado,582439299401156495,25.1146,21007-37,21007-37
4393,Ocorreu,582439256439555363,25.0,21006-38,21006-38
4394,Ocorreu,582439211820221840,25.1191,21007-38,21007-38
4395,Ocorreu,582439197397058793,25.0,21008-37,21008-37
4396,Ocorreu,582439137801832412,25.0,21006-40,21006-40
4397,Cancelado,582439145145796074,25.0,21011-42,21011-42
4398,Cancelado,582439102450009127,25.0,21009-40,21009-40
4399,Ocorreu,582439030667445895,25.1563,21006-41,21006-41
4400,Ocorreu,582438717640771516,4.0,PEBCN-BBML 12-24-12-24,PEBCN-BBML-12-24-Cor-Sortida
4401,Cancelado,582438464204604643,25.08,21006-37,21006-37
4402,Cancelado,582438250145744351,25.1563,21006-41,21006-41
4403,Cancelado,582438250145744351,25.0,21008-38,21008-38
4404,Ocorreu,582438244483105996,30.0,21010-43,21010-43
4405,Ocorreu,582438146538833617,5.0,SQ-EMCA-Branco-Chumbo-Cinza-40-46,SQ-EMCA-Branco-Chumbo-Cinza-40-46
4406,Ocorreu,582437984891012416,5.0,SQ-EMCA-Chumbo-Cinza-Preta-40-46,SQ-EMCA-Chumbo-Cinza-Preta-40-46
4407,Ocorreu,582437923698935042,25.08,21006-37,21006-37
4408,Cancelado,582437855417304297,25.0,21011-42,21011-42
4409,Cancelado,582437847777117386,25.0,21009-44,21009-44
4410,Ocorreu,582437679596996279,30.0,21010-43,21010-43
4411,Ocorreu,582437686211478663,25.1429,21011-41,21011-41
4412,Ocorreu,582437612718228934,30.0,21010-43,21010-43
4413,Ocorreu,582437366386885696,4.0,PEBCN-BBML 12-24-12-24,PEBCN-BBML-12-24-Cor-Sortida
4414,Ocorreu,582437172672300390,30.0,21010-43,21010-43
4415,Ocorreu,582437013900789351,25.0981,21009-41,21009-41
4416,Ocorreu,582437018527500008,4.0,PEBCN-BBML 12-24-12-24,PEBCN-BBML-12-24-Cor-Sortida
4417,Cancelado,582436271997027896,25.0,21006-38,21006-38
4418,Ocorreu,582436257650542188,5.0,SQ-EMCA-Preta-Branca-Chumbo-40-46,SQ-EMCA-Preta-Branca-Chumbo-40-46
4419,Ocorreu,582436018773525524,25.0345,21007-36,21007-36
4420,Cancelado,582435659108681511,25.0,21010-44,21010-44
4421,Ocorreu,582435303496976230,25.2632,21009-42,21009-42
4422,Ocorreu,582435277375767921,25.0345,21007-36,21007-36
4423,Ocorreu,582435254289860062,25.0,21010-44,21010-44
4424,Ocorreu,582435013621024674,30.0,21010-41,21010-41
4425,Cancelado,582434823955908280,27.5,21011-40,21011-40
4426,Ocorreu,582434791580730636,25.0,21006-40,21006-40
4427,Ocorreu,582434600890894219,25.5595,21007-40,21007-40
4428,Ocorreu,582434247275349925,25.1563,21006-41,21006-41
4429,Ocorreu,582433260642928524,25.0,21009-45,21009-45
4430,Cancelado,582433325293078072,25.0,21006-38,21006-38
4431,Ocorreu,582433051292698222,25.1563,21006-41,21006-41
4432,Cancelado,582432179475613640,4.0,PEBCN-BBML 12-24-12-24,PEBCN-BBML-12-24-Cor-Sortida
4433,Cancelado,582432179475613640,4.0,PEBCN-BBML 12-24-12-24,PEBCN-BBML-12-24-Cor-Sortida
4434,Cancelado,582431307958683242,30.0,21010-43,21010-43
4435,Ocorreu,582426146777171322,25.0,21009-40,21009-40
4436,Cancelado,582425743314224882,25.0,21006-38,21006-38
4437,Cancelado,582425656234903348,25.5595,21007-40,21007-40
4438,Ocorreu,582425662403020530,25.0,21006-38,21006-38
4439,Ocorreu,582425499996358212,30.0,21010-41,21010-41
4440,Ocorreu,582425498592380319,30.0,21010-41,21010-41
4441,Ocorreu,582425229965690042,25.0807,21007-41,21007-41
4442,Ocorreu,582425095416153194,25.2632,21009-42,21009-42
4443,Ocorreu,582425120585909570,25.1471,21011-43,21011-43
4444,Cancelado,582425067236853407,25.0,21010-44,21010-44
4445,Ocorreu,582425024614794311,25.0,21006-39,21006-39
4446,Ocorreu,582424983080240201,25.0807,21007-41,21007-41
4447,Cancelado,582425019795343346,25.1146,21007-37,21007-37
4448,Ocorreu,582425019009303788,25.0,21006-40,21006-40
4449,Ocorreu,582424932324836675,25.0,21006-40,21006-40
4450,Ocorreu,582424819260360376,5.0,SQ-EMCA-Cinza-Preta-Branco-40-46,SQ-EMCA-Cinza-Preta-Branco-40-46
4451,Ocorreu,582424802509030798,25.5595,21007-40,21007-40
4452,Ocorreu,582424739665905220,25.0,21006-38,21006-38
4453,Ocorreu,582424739665905220,25.7987,21008-36,21008-36
4454,Cancelado,582424469750711619,4.1677,MALG-M01-Cinza-40-46*2,MALG-M01-Cinza-40-46
4455,Ocorreu,582424450101970679,5.0,SQ-EMCA-Chumbo-Cinza-Preta-40-46,SQ-EMCA-Chumbo-Cinza-Preta-40-46
4456,Ocorreu,582424295039141831,25.0,21006-38,21006-38
4457,Ocorreu,582424234006512674,30.0,21010-43,21010-43
4458,Ocorreu,582424106364274302,25.0,21008-38,21008-38
4459,Ocorreu,582424081938941129,25.1471,21011-43,21011-43
4460,Ocorreu,582424081654187318,25.2632,21009-42,21009-42
4461,Ocorreu,582424081654187318,25.3847,21010-42,21010-42
4462,Ocorreu,582424056349296224,4.1677,MALG-M01-Cinza-40-46*1,MALG-M01-Cinza-40-46
4463,Ocorreu,582424056349296224,4.1679,MALG-M01-Preto-40-46*1,MALG-M01-Preto-40-46
4464,Ocorreu,582424046093764549,25.1563,21006-41,21006-41
4465,Ocorreu,582424032434816279,25.5595,21007-40,21007-40
4466,Ocorreu,582424032434816279,25.7987,21008-36,21008-36
4467,Ocorreu,582424022909224008,25.0807,21007-41,21007-41
4468,Cancelado,582424015437071432,25.1563,21006-41,21006-41
4469,Ocorreu,582423996552808398,25.5595,21007-40,21007-40
4470,Ocorreu,582423876749657943,25.0807,21007-41,21007-41
4471,Ocorreu,582423841183860504,30.0,21010-41,21010-41
4472,Ocorreu,582423836826240810,25.0807,21007-41,21007-41
4473,Ocorreu,582423645514008564,25.0,21006-38,21006-38
4474,Ocorreu,582423534050706842,4.0,PEBCN-BBML 12-24-12-24,PEBCN-BBML-12-24-Cor-Sortida
4475,Ocorreu,582423392426296830,25.0,21009-40,21009-40
4476,Ocorreu,582423392426296830,27.5,21011-40,21011-40
4477,Ocorreu,582423368349681236,25.0,21009-40,21009-40
4478,Ocorreu,582423368349681236,25.0,21011-42,21011-42
4479,Ocorreu,582423358441489807,25.0807,21007-41,21007-41
4480,Cancelado,582423309508183670,25.0,21009-43,21009-43
4481,Cancelado,582423309508183670,30.0,21010-43,21010-43
4482,Cancelado,582423301306353085,25.1563,21006-41,21006-41
4483,Ocorreu,582423271578896223,25.0,21006-38,21006-38
4484,Ocorreu,582423269444388127,30.0,21010-45,21010-45
4485,Ocorreu,582423255662429814,25.1471,21011-43,21011-43
4486,Cancelado,582423236645455041,25.0,21009-40,21009-40
4487,Ocorreu,582423218227217969,25.7987,21008-36,21008-36
4488,Cancelado,582423208499840998,25.0,21011-42,21011-42
4489,Ocorreu,582423185860429140,25.0,21006-39,21006-39
4490,Ocorreu,582423171799614490,25.0,21010-44,21010-44
4491,Cancelado,582423154647926321,25.5595,21007-40,21007-40
4492,Ocorreu,582423171770254543,25.1429,21011-41,21011-41
4493,Cancelado,582423159614703252,25.0,21009-40,21009-40
4494,Ocorreu,582423161998575502,4.1679,MALG-M01-Preto-40-46*1,MALG-M01-Preto-40-46
4495,Ocorreu,582423156324271173,25.1563,21006-41,21006-41
4496,Ocorreu,582423158050096871,30.0,21010-43,21010-43
4497,Cancelado,582423142832375306,30.0,21010-41,21010-41
4498,Ocorreu,582423113437971984,25.0,21011-42,21011-42
4499,Ocorreu,582423086596654502,39.0,21013-42,21013-42
4500,Ocorreu,582423078595822984,30.0,21010-43,21010-43
4501,Ocorreu,582423046110283541,25.1563,21006-41,21006-41
4502,Ocorreu,582423042535425553,25.0,21006-39,21006-39
4503,Ocorreu,582423020716459245,25.1471,21011-43,21011-43
4504,Ocorreu,582423016146700216,25.5595,21007-40,21007-40
4505,Ocorreu,582422926200833710,25.0,21006-40,21006-40
4506,Cancelado,582422911366039071,25.5595,21007-40,21007-40
4507,Cancelado,582422929780933791,25.0,21011-42,21011-42
4508,Ocorreu,582422900063634639,25.0,21011-45,21011-45
4509,Cancelado,582422895305458844,25.0807,21007-41,21007-41
4510,Ocorreu,582422861973128467,30.0,21010-43,21010-43
4511,Ocorreu,582422847150065298,25.0,21006-38,21006-38
4512,Ocorreu,582368266128558023,10.0,ME-10-Cachorro-Rosa-35-40,ME-10-Cachorro-Rosa-35-40
4513,Cancelado,582422813923444527,25.0807,21007-41,21007-41
4514,Ocorreu,582422751950702274,30.0,21010-41,21010-41
4515,Ocorreu,582422726669534731,25.1563,21006-41,21006-41
4516,Ocorreu,582422751776048779,25.0,21007-39,21007-39
4517,Ocorreu,582422739100861766,25.5595,21007-40,21007-40
4518,Ocorreu,582422734755955864,30.0,21010-45,21010-45
